Order_ID,Order_Date,Category,Sub_Category,Sales,Profit,Quantity,Region,Customer_Segment,Year,Month,Quarter,DayOfWeek,MonthYear,Profit_Margin
ORD_1215,2022-03-25,Furniture,Bookcases,449.33,31.72,2.0,West,Home Office,2022,3,1,Friday,2022-03,7.06
ORD_1216,2022-01-21,Technology,Accessories,1902.22,166.95,4.0,North,Consumer,2022,1,1,Friday,2022-01,8.78
ORD_1217,2023-05-22,Technology,Copiers,801.21,94.99,3.0,East,Corporate,2023,5,2,Monday,2023-05,11.86
ORD_1218,2023-06-08,Office Supplies,Binders,434.08,25.08,1.0,West,Home Office,2023,6,2,Thursday,2023-06,5.78
ORD_1219,2022-11-05,Technology,Copiers,326.9,32.99,1.0,South,Home Office,2022,11,4,Saturday,2022-11,10.09
ORD_1220,2023-11-24,Technology,Computers,1065.41,58.03,1.0,South,Corporate,2023,11,4,Friday,2023-11,5.45
ORD_1221,2023-03-31,Technology,Copiers,1595.11,271.78,2.0,East,Corporate,2023,3,1,Friday,2023-03,17.04
ORD_1222,2023-05-16,Furniture,Tables,458.82,41.39,2.0,East,Corporate,2023,5,2,Tuesday,2023-05,9.02
ORD_1223,2022-11-16,Technology,Copiers,915.89,48.46,2.0,West,Corporate,2022,11,4,Wednesday,2022-11,5.29
ORD_1224,2022-04-12,Technology,Accessories,1446.56,309.92,1.0,East,Home Office,2022,4,2,Tuesday,2022-04,21.42
ORD_1225,2022-02-15,Office Supplies,Storage,218.81,24.18,1.0,South,Home Office,2022,2,1,Tuesday,2022-02,11.05
ORD_1226,2022-08-30,Office Supplies,Art,1407.91,267.38,4.0,South,Consumer,2022,8,3,Tuesday,2022-08,18.99
ORD_1227,2023-08-12,Office Supplies,Paper,184.85,25.45,1.0,South,Corporate,2023,8,3,Saturday,2023-08,13.77
ORD_1228,2022-05-23,Office Supplies,Binders,1955.16,195.94,2.0,West,Corporate,2022,5,2,Monday,2022-05,10.02
ORD_1229,2023-09-27,Technology,Copiers,218.09,45.6,3.0,West,Consumer,2023,9,3,Wednesday,2023-09,20.91
ORD_1230,2023-12-17,Office Supplies,Paper,113.42,21.02,2.0,South,Corporate,2023,12,4,Sunday,2023-12,18.53
ORD_1231,2023-04-04,Office Supplies,Art,685.51,173.92,3.0,South,Corporate,2023,4,2,Tuesday,2023-04,25.37
ORD_1232,2022-01-14,Office Supplies,Binders,967.0,58.2,4.0,North,Corporate,2022,1,1,Friday,2022-01,6.02
ORD_1233,2022-08-31,Office Supplies,Art,501.74,45.1,1.0,West,Home Office,2022,8,3,Wednesday,2022-08,8.99
ORD_1234,2022-11-05,Technology,Computers,680.42,65.0,3.0,North,Home Office,2022,11,4,Saturday,2022-11,9.55
ORD_1235,2022-02-28,Office Supplies,Binders,1309.99,174.33,4.0,North,Corporate,2022,2,1,Monday,2022-02,13.31
ORD_1236,2022-12-19,Technology,Accessories,448.92,69.4,3.0,North,Consumer,2022,12,4,Monday,2022-12,15.46
ORD_1237,2023-05-31,Office Supplies,Labels,1457.07,343.4,4.0,South,Corporate,2023,5,2,Wednesday,2023-05,23.57
ORD_1238,2022-04-27,Office Supplies,Paper,1032.85,203.49,2.0,West,Corporate,2022,4,2,Wednesday,2022-04,19.7
ORD_1239,2023-01-06,Technology,Computers,1587.98,339.43,3.0,West,Corporate,2023,1,1,Friday,2023-01,21.37
ORD_1240,2023-06-04,Furniture,Furnishings,773.86,128.81,1.0,South,Corporate,2023,6,2,Sunday,2023-06,16.65
ORD_1241,2022-10-20,Technology,Computers,482.71,141.36,3.0,East,Corporate,2022,10,4,Thursday,2022-10,29.28
ORD_1242,2022-01-14,Furniture,Chairs,501.99,134.38,3.0,South,Home Office,2022,1,1,Friday,2022-01,26.77
ORD_1243,2022-01-28,Furniture,Furnishings,1189.97,108.15,3.0,West,Home Office,2022,1,1,Friday,2022-01,9.09
ORD_1244,2023-11-07,Furniture,Chairs,657.13,159.92,4.0,East,Home Office,2023,11,4,Tuesday,2023-11,24.34
ORD_1245,2023-08-15,Technology,Accessories,479.74,32.8,2.0,West,Consumer,2023,8,3,Tuesday,2023-08,6.84
ORD_1246,2023-11-14,Office Supplies,Art,1659.48,261.74,4.0,South,Consumer,2023,11,4,Tuesday,2023-11,15.77
ORD_1247,2023-11-18,Furniture,Furnishings,724.91,105.0,3.0,East,Consumer,2023,11,4,Saturday,2023-11,14.48
ORD_1248,2023-12-20,Furniture,Chairs,1413.72,228.45,3.0,West,Home Office,2023,12,4,Wednesday,2023-12,16.16
ORD_1249,2022-10-20,Furniture,Furnishings,546.8,35.14,3.0,South,Corporate,2022,10,4,Thursday,2022-10,6.43
ORD_1250,2022-02-28,Furniture,Chairs,253.0,41.25,1.0,East,Consumer,2022,2,1,Monday,2022-02,16.3
ORD_1251,2022-08-30,Furniture,Bookcases,92.73,8.08,1.0,South,Home Office,2022,8,3,Tuesday,2022-08,8.71
ORD_1252,2022-02-08,Technology,Computers,1904.11,399.44,1.0,North,Home Office,2022,2,1,Tuesday,2022-02,20.98
ORD_1253,2023-01-19,Technology,Computers,691.88,126.66,3.0,West,Consumer,2023,1,1,Thursday,2023-01,18.31
ORD_1254,2022-05-09,Office Supplies,Binders,1468.47,133.04,1.0,North,Consumer,2022,5,2,Monday,2022-05,9.06
ORD_1255,2022-11-07,Office Supplies,Labels,1927.06,219.35,1.0,North,Corporate,2022,11,4,Monday,2022-11,11.38
ORD_1256,2023-10-10,Technology,Computers,44.86,4.98,2.0,North,Consumer,2023,10,4,Tuesday,2023-10,11.1
ORD_1257,2022-05-27,Technology,Copiers,1593.07,445.53,1.0,North,Corporate,2022,5,2,Friday,2022-05,27.97
ORD_1258,2023-12-05,Furniture,Furnishings,1305.95,100.1,4.0,West,Home Office,2023,12,4,Tuesday,2023-12,7.66
ORD_1259,2023-08-12,Furniture,Chairs,819.75,219.44,1.0,North,Consumer,2023,8,3,Saturday,2023-08,26.77
ORD_1260,2023-09-06,Technology,Copiers,1304.52,314.78,4.0,North,Corporate,2023,9,3,Wednesday,2023-09,24.13
ORD_1261,2022-11-27,Office Supplies,Binders,1757.0,227.18,1.0,East,Corporate,2022,11,4,Sunday,2022-11,12.93
ORD_1262,2023-12-12,Office Supplies,Paper,663.48,137.71,2.0,North,Consumer,2023,12,4,Tuesday,2023-12,20.76
ORD_1263,2023-05-12,Technology,Copiers,1101.51,219.34,4.0,North,Corporate,2023,5,2,Friday,2023-05,19.91
ORD_1264,2022-01-03,Office Supplies,Storage,1210.86,262.82,2.0,East,Corporate,2022,1,1,Monday,2022-01,21.71
ORD_1265,2022-05-13,Office Supplies,Art,61.03,8.26,4.0,West,Consumer,2022,5,2,Friday,2022-05,13.53
ORD_1266,2022-11-22,Technology,Copiers,958.62,142.44,3.0,West,Corporate,2022,11,4,Tuesday,2022-11,14.86
ORD_1267,2022-12-02,Technology,Accessories,46.28,4.58,3.0,North,Consumer,2022,12,4,Friday,2022-12,9.9
ORD_1268,2022-05-21,Technology,Phones,1312.84,190.39,4.0,West,Home Office,2022,5,2,Saturday,2022-05,14.5
ORD_1269,2023-06-23,Office Supplies,Labels,1238.53,223.89,2.0,East,Home Office,2023,6,2,Friday,2023-06,18.08
ORD_1270,2022-01-02,Technology,Copiers,629.5,127.53,2.0,East,Consumer,2022,1,1,Sunday,2022-01,20.26
ORD_1271,2023-08-09,Office Supplies,Paper,1049.74,84.82,4.0,North,Consumer,2023,8,3,Wednesday,2023-08,8.08
ORD_1272,2022-10-25,Technology,Accessories,597.6,148.42,1.0,South,Corporate,2022,10,4,Tuesday,2022-10,24.84
ORD_1273,2023-07-13,Technology,Computers,1104.95,67.24,2.0,North,Consumer,2023,7,3,Thursday,2023-07,6.09
ORD_1274,2022-01-26,Technology,Computers,1640.19,444.58,1.0,East,Home Office,2022,1,1,Wednesday,2022-01,27.11
ORD_1275,2023-12-21,Office Supplies,Binders,727.94,201.25,4.0,East,Corporate,2023,12,4,Thursday,2023-12,27.65
ORD_1276,2022-03-01,Technology,Phones,611.1,142.38,4.0,North,Corporate,2022,3,1,Tuesday,2022-03,23.3
ORD_1277,2022-08-30,Furniture,Tables,1535.65,134.26,3.0,East,Home Office,2022,8,3,Tuesday,2022-08,8.74
ORD_1278,2023-10-24,Furniture,Bookcases,1739.83,292.68,1.0,South,Consumer,2023,10,4,Tuesday,2023-10,16.82
ORD_1279,2023-08-13,Technology,Accessories,1218.12,227.39,2.0,East,Consumer,2023,8,3,Sunday,2023-08,18.67
ORD_1280,2023-08-20,Furniture,Tables,292.13,34.66,3.0,West,Home Office,2023,8,3,Sunday,2023-08,11.86
ORD_1281,2022-10-07,Office Supplies,Labels,1438.02,320.84,3.0,South,Corporate,2022,10,4,Friday,2022-10,22.31
ORD_1282,2023-09-13,Technology,Copiers,1451.43,282.44,3.0,West,Consumer,2023,9,3,Wednesday,2023-09,19.46
ORD_1283,2022-03-11,Furniture,Furnishings,391.82,51.27,3.0,East,Home Office,2022,3,1,Friday,2022-03,13.09
ORD_1284,2023-06-23,Furniture,Chairs,1665.41,362.06,4.0,South,Consumer,2023,6,2,Friday,2023-06,21.74
ORD_1285,2022-09-16,Office Supplies,Binders,1363.46,146.85,2.0,West,Corporate,2022,9,3,Friday,2022-09,10.77
ORD_1286,2023-04-16,Office Supplies,Art,1327.06,251.41,2.0,West,Corporate,2023,4,2,Sunday,2023-04,18.94
ORD_1287,2022-11-07,Office Supplies,Art,1923.71,401.56,3.0,South,Corporate,2022,11,4,Monday,2022-11,20.87
ORD_1288,2023-10-10,Office Supplies,Paper,1645.39,82.78,4.0,South,Home Office,2023,10,4,Tuesday,2023-10,5.03
ORD_1289,2023-06-01,Office Supplies,Labels,248.46,72.93,2.0,South,Consumer,2023,6,2,Thursday,2023-06,29.35
ORD_1290,2023-04-01,Furniture,Tables,1046.71,215.51,2.0,North,Consumer,2023,4,2,Saturday,2023-04,20.59
ORD_1291,2023-10-16,Furniture,Furnishings,1018.61,91.5,1.0,South,Consumer,2023,10,4,Monday,2023-10,8.98
ORD_1292,2023-03-25,Technology,Computers,689.93,100.2,2.0,North,Home Office,2023,3,1,Saturday,2023-03,14.52
ORD_1293,2023-02-10,Office Supplies,Binders,1205.18,215.63,3.0,North,Home Office,2023,2,1,Friday,2023-02,17.89
ORD_1294,2023-07-15,Office Supplies,Art,1704.34,174.06,3.0,West,Corporate,2023,7,3,Saturday,2023-07,10.21
ORD_1295,2023-04-07,Office Supplies,Labels,767.44,206.82,2.0,West,Home Office,2023,4,2,Friday,2023-04,26.95
ORD_1296,2023-08-01,Technology,Copiers,1639.28,214.14,3.0,North,Corporate,2023,8,3,Tuesday,2023-08,13.06
ORD_1297,2023-06-21,Technology,Computers,1915.07,370.11,2.0,West,Consumer,2023,6,2,Wednesday,2023-06,19.33
ORD_1298,2022-04-20,Furniture,Tables,634.32,127.87,1.0,South,Corporate,2022,4,2,Wednesday,2022-04,20.16
ORD_1299,2022-01-25,Office Supplies,Labels,641.89,184.99,2.0,East,Consumer,2022,1,1,Tuesday,2022-01,28.82
ORD_1300,2022-06-22,Office Supplies,Labels,61.37,5.14,4.0,South,Consumer,2022,6,2,Wednesday,2022-06,8.38
ORD_1301,2023-01-25,Technology,Computers,1753.45,209.43,3.0,South,Consumer,2023,1,1,Wednesday,2023-01,11.94
ORD_1302,2023-06-01,Technology,Computers,1209.08,170.72,3.0,North,Corporate,2023,6,2,Thursday,2023-06,14.12
ORD_1303,2022-02-25,Office Supplies,Paper,125.75,37.56,1.0,North,Consumer,2022,2,1,Friday,2022-02,29.87
ORD_1304,2022-07-09,Technology,Accessories,349.62,24.0,4.0,West,Home Office,2022,7,3,Saturday,2022-07,6.86
ORD_1305,2023-09-07,Technology,Copiers,1386.32,283.52,4.0,South,Consumer,2023,9,3,Thursday,2023-09,20.45
ORD_1306,2022-05-04,Furniture,Bookcases,449.4,41.99,4.0,West,Home Office,2022,5,2,Wednesday,2022-05,9.34
ORD_1307,2023-04-28,Office Supplies,Labels,1774.34,288.24,1.0,North,Home Office,2023,4,2,Friday,2023-04,16.24
ORD_1308,2023-01-21,Office Supplies,Labels,780.29,227.03,3.0,West,Home Office,2023,1,1,Saturday,2023-01,29.1
ORD_1309,2023-02-27,Furniture,Tables,1582.77,309.49,3.0,East,Consumer,2023,2,1,Monday,2023-02,19.55
ORD_1310,2022-12-04,Furniture,Chairs,1670.26,346.29,1.0,East,Consumer,2022,12,4,Sunday,2022-12,20.73
ORD_1311,2022-11-04,Furniture,Bookcases,539.04,114.02,1.0,South,Home Office,2022,11,4,Friday,2022-11,21.15
ORD_1312,2023-08-17,Furniture,Tables,263.13,70.04,4.0,South,Home Office,2023,8,3,Thursday,2023-08,26.62
ORD_1313,2023-07-08,Furniture,Chairs,795.01,131.07,1.0,East,Consumer,2023,7,3,Saturday,2023-07,16.49
ORD_1314,2022-05-10,Furniture,Furnishings,1575.94,203.06,1.0,South,Consumer,2022,5,2,Tuesday,2022-05,12.89
ORD_1315,2022-10-11,Furniture,Tables,1861.33,210.82,4.0,North,Home Office,2022,10,4,Tuesday,2022-10,11.33
ORD_1316,2022-06-22,Office Supplies,Storage,905.75,96.68,1.0,North,Consumer,2022,6,2,Wednesday,2022-06,10.67
ORD_1317,2022-03-28,Furniture,Bookcases,1363.65,82.39,1.0,North,Consumer,2022,3,1,Monday,2022-03,6.04
ORD_1318,2022-05-28,Furniture,Bookcases,151.8,8.05,1.0,East,Corporate,2022,5,2,Saturday,2022-05,5.3
ORD_1319,2023-01-26,Technology,Computers,1983.26,524.1475,3.0,North,Home Office,2023,1,1,Thursday,2023-01,26.43
ORD_1320,2023-06-04,Technology,Computers,205.81,44.26,4.0,South,Corporate,2023,6,2,Sunday,2023-06,21.51
ORD_1321,2022-11-25,Office Supplies,Art,1798.81,441.83,4.0,West,Home Office,2022,11,4,Friday,2022-11,24.56
ORD_1322,2023-09-09,Office Supplies,Storage,251.56,51.26,2.0,East,Consumer,2023,9,3,Saturday,2023-09,20.38
ORD_1323,2023-05-03,Office Supplies,Binders,651.21,52.95,3.0,West,Corporate,2023,5,2,Wednesday,2023-05,8.13
ORD_1324,2022-08-14,Furniture,Chairs,1841.39,331.8,4.0,North,Corporate,2022,8,3,Sunday,2022-08,18.02
ORD_1325,2023-05-03,Technology,Phones,1856.89,197.12,1.0,North,Corporate,2023,5,2,Wednesday,2023-05,10.62
ORD_1326,2023-12-26,Office Supplies,Paper,335.73,39.77,4.0,South,Home Office,2023,12,4,Tuesday,2023-12,11.85
ORD_1327,2022-08-10,Office Supplies,Paper,1295.16,157.33,4.0,North,Home Office,2022,8,3,Wednesday,2022-08,12.15
ORD_1328,2023-10-23,Furniture,Furnishings,1838.66,207.88,1.0,West,Corporate,2023,10,4,Monday,2023-10,11.31
ORD_1329,2022-08-23,Office Supplies,Art,117.18,15.23,2.0,East,Corporate,2022,8,3,Tuesday,2022-08,13.0
ORD_1330,2023-03-12,Furniture,Chairs,337.98,28.03,3.0,North,Corporate,2023,3,1,Sunday,2023-03,8.29
ORD_1331,2022-10-05,Technology,Accessories,1016.65,264.51,1.0,North,Consumer,2022,10,4,Wednesday,2022-10,26.02
ORD_1332,2022-01-23,Furniture,Chairs,1021.64,127.08,3.0,East,Corporate,2022,1,1,Sunday,2022-01,12.44
ORD_1333,2022-05-16,Technology,Copiers,1276.22,306.65,3.0,West,Corporate,2022,5,2,Monday,2022-05,24.03
ORD_1334,2023-04-28,Furniture,Furnishings,1455.66,433.72,4.0,South,Corporate,2023,4,2,Friday,2023-04,29.8
ORD_1335,2022-08-19,Office Supplies,Storage,628.75,148.12,2.0,North,Home Office,2022,8,3,Friday,2022-08,23.56
ORD_1336,2023-08-21,Office Supplies,Paper,756.77,139.76,4.0,West,Corporate,2023,8,3,Monday,2023-08,18.47
ORD_1337,2023-03-13,Office Supplies,Art,1494.01,150.33,2.0,East,Home Office,2023,3,1,Monday,2023-03,10.06
ORD_1338,2023-11-29,Technology,Accessories,618.15,166.38,1.0,South,Home Office,2023,11,4,Wednesday,2023-11,26.92
ORD_1339,2022-06-03,Furniture,Furnishings,1446.92,392.91,3.0,East,Corporate,2022,6,2,Friday,2022-06,27.15
ORD_1340,2022-07-07,Furniture,Tables,1394.28,70.84,2.0,East,Consumer,2022,7,3,Thursday,2022-07,5.08
ORD_1341,2023-12-29,Furniture,Bookcases,1749.78,310.63,3.0,East,Corporate,2023,12,4,Friday,2023-12,17.75
ORD_1342,2023-11-01,Technology,Copiers,1125.71,226.12,2.0,West,Home Office,2023,11,4,Wednesday,2023-11,20.09
ORD_1343,2022-07-30,Technology,Copiers,1651.85,288.35,2.0,West,Consumer,2022,7,3,Saturday,2022-07,17.46
ORD_1344,2022-01-19,Office Supplies,Binders,1418.29,350.53,4.0,South,Consumer,2022,1,1,Wednesday,2022-01,24.71
ORD_1345,2022-04-23,Office Supplies,Paper,873.7,63.04,4.0,North,Home Office,2022,4,2,Saturday,2022-04,7.22
ORD_1346,2023-02-05,Technology,Accessories,1469.9,183.53,1.0,West,Home Office,2023,2,1,Sunday,2023-02,12.49
ORD_1347,2022-05-17,Technology,Accessories,825.71,214.64,3.0,West,Consumer,2022,5,2,Tuesday,2022-05,25.99
ORD_1348,2023-09-11,Furniture,Furnishings,730.85,97.66,1.0,East,Corporate,2023,9,3,Monday,2023-09,13.36
ORD_1349,2023-03-02,Office Supplies,Labels,1398.36,394.9,3.0,North,Corporate,2023,3,1,Thursday,2023-03,28.24
ORD_1350,2022-02-18,Office Supplies,Storage,760.06,125.74,4.0,East,Corporate,2022,2,1,Friday,2022-02,16.54
ORD_1351,2022-10-22,Furniture,Furnishings,275.63,19.34,3.0,West,Home Office,2022,10,4,Saturday,2022-10,7.02
ORD_1352,2023-11-17,Furniture,Furnishings,1461.72,352.83,2.0,South,Consumer,2023,11,4,Friday,2023-11,24.14
ORD_1353,2023-02-12,Technology,Copiers,1317.34,380.91,2.0,South,Corporate,2023,2,1,Sunday,2023-02,28.92
ORD_1354,2023-09-24,Office Supplies,Art,558.68,66.43,2.0,West,Corporate,2023,9,3,Sunday,2023-09,11.89
ORD_1355,2022-08-16,Technology,Computers,1691.13,197.92,1.0,South,Home Office,2022,8,3,Tuesday,2022-08,11.7
ORD_1356,2023-06-03,Office Supplies,Binders,1128.37,154.0,2.0,West,Home Office,2023,6,2,Saturday,2023-06,13.65
ORD_1357,2023-10-17,Technology,Computers,1467.57,274.55,4.0,South,Home Office,2023,10,4,Tuesday,2023-10,18.71
ORD_1358,2022-11-09,Furniture,Tables,1657.46,409.27,2.0,East,Corporate,2022,11,4,Wednesday,2022-11,24.69
ORD_1359,2022-11-01,Furniture,Tables,298.48,69.04,1.0,North,Home Office,2022,11,4,Tuesday,2022-11,23.13
ORD_1360,2022-06-10,Furniture,Chairs,1220.97,167.73,1.0,West,Consumer,2022,6,2,Friday,2022-06,13.74
ORD_1361,2023-08-16,Technology,Computers,186.79,41.27,1.0,South,Consumer,2023,8,3,Wednesday,2023-08,22.09
ORD_1362,2023-08-21,Furniture,Tables,813.92,151.09,3.0,East,Consumer,2023,8,3,Monday,2023-08,18.56
ORD_1363,2022-01-22,Office Supplies,Binders,974.55,89.12,2.0,South,Consumer,2022,1,1,Saturday,2022-01,9.14
ORD_1364,2023-11-10,Office Supplies,Binders,929.97,142.23,1.0,West,Home Office,2023,11,4,Friday,2023-11,15.29
ORD_1365,2023-07-15,Office Supplies,Art,718.39,211.58,3.0,South,Home Office,2023,7,3,Saturday,2023-07,29.45
ORD_1366,2022-08-02,Furniture,Furnishings,1094.25,262.19,4.0,North,Consumer,2022,8,3,Tuesday,2022-08,23.96
ORD_1367,2023-11-11,Technology,Computers,331.62,37.76,1.0,West,Corporate,2023,11,4,Saturday,2023-11,11.39
ORD_1368,2022-02-13,Furniture,Bookcases,1109.5,81.59,3.0,East,Corporate,2022,2,1,Sunday,2022-02,7.35
ORD_1369,2022-06-27,Technology,Computers,750.15,122.22,3.0,North,Home Office,2022,6,2,Monday,2022-06,16.29
ORD_1370,2023-05-23,Furniture,Bookcases,399.26,38.6,4.0,South,Consumer,2023,5,2,Tuesday,2023-05,9.67
ORD_1371,2022-08-26,Furniture,Chairs,631.57,133.05,3.0,South,Corporate,2022,8,3,Friday,2022-08,21.07
ORD_1372,2023-01-22,Office Supplies,Art,1394.84,346.36,3.0,East,Home Office,2023,1,1,Sunday,2023-01,24.83
ORD_1373,2022-05-09,Technology,Computers,346.02,61.16,4.0,North,Consumer,2022,5,2,Monday,2022-05,17.68
ORD_1374,2023-06-28,Technology,Phones,886.24,180.64,2.0,East,Home Office,2023,6,2,Wednesday,2023-06,20.38
ORD_1375,2023-11-01,Office Supplies,Paper,841.34,249.06,1.0,East,Corporate,2023,11,4,Wednesday,2023-11,29.6
ORD_1376,2023-06-21,Office Supplies,Binders,860.7,77.94,3.0,North,Consumer,2023,6,2,Wednesday,2023-06,9.06
ORD_1377,2022-08-15,Furniture,Furnishings,1781.61,124.45,1.0,East,Consumer,2022,8,3,Monday,2022-08,6.99
ORD_1378,2023-01-12,Furniture,Furnishings,1837.23,142.73,4.0,North,Corporate,2023,1,1,Thursday,2023-01,7.77
ORD_1379,2022-05-11,Technology,Copiers,923.94,128.84,2.0,South,Corporate,2022,5,2,Wednesday,2022-05,13.94
ORD_1380,2023-11-06,Office Supplies,Labels,234.76,16.85,1.0,South,Corporate,2023,11,4,Monday,2023-11,7.18
ORD_1381,2022-10-06,Furniture,Bookcases,906.2,214.96,1.0,South,Corporate,2022,10,4,Thursday,2022-10,23.72
ORD_1382,2022-10-16,Furniture,Chairs,1614.33,421.23,3.0,South,Consumer,2022,10,4,Sunday,2022-10,26.09
ORD_1383,2023-03-30,Office Supplies,Binders,636.69,32.44,3.0,East,Consumer,2023,3,1,Thursday,2023-03,5.1
ORD_1384,2022-05-23,Technology,Accessories,163.39,22.07,2.0,North,Consumer,2022,5,2,Monday,2022-05,13.51
ORD_1385,2023-04-05,Technology,Phones,614.85,131.14,2.0,East,Home Office,2023,4,2,Wednesday,2023-04,21.33
ORD_1386,2023-10-08,Furniture,Bookcases,127.6,35.05,3.0,North,Home Office,2023,10,4,Sunday,2023-10,27.47
ORD_1387,2022-05-22,Technology,Accessories,230.87,37.35,2.0,South,Consumer,2022,5,2,Sunday,2022-05,16.18
ORD_1388,2023-08-19,Office Supplies,Storage,831.39,208.34,3.0,East,Consumer,2023,8,3,Saturday,2023-08,25.06
ORD_1389,2022-03-24,Office Supplies,Binders,1932.82,158.23,1.0,West,Home Office,2022,3,1,Thursday,2022-03,8.19
ORD_1390,2022-11-23,Technology,Computers,1401.64,364.24,1.0,West,Home Office,2022,11,4,Wednesday,2022-11,25.99
ORD_1391,2023-02-02,Furniture,Bookcases,1260.19,230.83,3.0,South,Corporate,2023,2,1,Thursday,2023-02,18.32
ORD_1392,2022-11-16,Furniture,Chairs,146.0,16.91,1.0,East,Consumer,2022,11,4,Wednesday,2022-11,11.58
ORD_1393,2022-08-10,Office Supplies,Storage,157.74,16.81,2.0,East,Home Office,2022,8,3,Wednesday,2022-08,10.66
ORD_1394,2022-05-07,Office Supplies,Paper,667.51,90.18,4.0,North,Home Office,2022,5,2,Saturday,2022-05,13.51
ORD_1395,2023-07-30,Furniture,Tables,1591.21,93.35,3.0,West,Corporate,2023,7,3,Sunday,2023-07,5.87
ORD_1396,2023-11-15,Furniture,Bookcases,1321.06,149.38,1.0,East,Consumer,2023,11,4,Wednesday,2023-11,11.31
ORD_1397,2023-04-27,Furniture,Chairs,1820.16,395.52,1.0,South,Consumer,2023,4,2,Thursday,2023-04,21.73
ORD_1398,2022-06-23,Furniture,Bookcases,866.55,111.99,4.0,North,Home Office,2022,6,2,Thursday,2022-06,12.92
ORD_1399,2023-06-17,Furniture,Bookcases,1786.12,287.29,4.0,North,Corporate,2023,6,2,Saturday,2023-06,16.08
ORD_1400,2023-06-24,Furniture,Chairs,1282.82,281.07,4.0,South,Corporate,2023,6,2,Saturday,2023-06,21.91
ORD_1401,2022-12-13,Furniture,Bookcases,1307.93,376.2,2.0,North,Consumer,2022,12,4,Tuesday,2022-12,28.76
ORD_1402,2023-12-23,Furniture,Furnishings,1271.87,86.15,1.0,East,Consumer,2023,12,4,Saturday,2023-12,6.77
ORD_1403,2023-03-25,Office Supplies,Binders,1815.69,199.21,2.0,East,Consumer,2023,3,1,Saturday,2023-03,10.97
ORD_1404,2023-11-20,Furniture,Chairs,1248.81,209.1,4.0,East,Consumer,2023,11,4,Monday,2023-11,16.74
ORD_1405,2023-02-08,Office Supplies,Paper,25.25,2.65,3.0,South,Consumer,2023,2,1,Wednesday,2023-02,10.5
ORD_1406,2022-12-29,Office Supplies,Labels,882.69,92.35,2.0,West,Corporate,2022,12,4,Thursday,2022-12,10.46
ORD_1407,2023-07-25,Furniture,Chairs,1635.2,198.09,1.0,North,Home Office,2023,7,3,Tuesday,2023-07,12.11
ORD_1408,2022-11-29,Furniture,Bookcases,992.16,223.8,3.0,North,Corporate,2022,11,4,Tuesday,2022-11,22.56
ORD_1409,2023-04-01,Furniture,Chairs,785.85,182.68,4.0,East,Consumer,2023,4,2,Saturday,2023-04,23.25
ORD_1410,2022-04-13,Furniture,Furnishings,1352.47,167.95,2.0,South,Corporate,2022,4,2,Wednesday,2022-04,12.42
ORD_1411,2023-03-07,Furniture,Furnishings,1727.13,87.27,2.0,North,Consumer,2023,3,1,Tuesday,2023-03,5.05
ORD_1412,2023-11-04,Technology,Copiers,1376.31,108.21,2.0,North,Corporate,2023,11,4,Saturday,2023-11,7.86
ORD_1413,2022-11-28,Furniture,Bookcases,1196.68,224.25,1.0,West,Home Office,2022,11,4,Monday,2022-11,18.74
ORD_1414,2022-07-21,Technology,Phones,1884.03,409.11,1.0,West,Home Office,2022,7,3,Thursday,2022-07,21.71
ORD_1415,2023-12-14,Technology,Phones,30.16,6.3,2.0,East,Home Office,2023,12,4,Thursday,2023-12,20.89
ORD_1416,2023-11-09,Technology,Copiers,1279.38,300.97,1.0,North,Corporate,2023,11,4,Thursday,2023-11,23.52
ORD_1417,2022-11-07,Office Supplies,Paper,1392.82,255.06,3.0,East,Home Office,2022,11,4,Monday,2022-11,18.31
ORD_1418,2022-10-06,Office Supplies,Labels,254.78,48.32,3.0,South,Consumer,2022,10,4,Thursday,2022-10,18.97
ORD_1419,2023-09-03,Office Supplies,Art,780.91,205.35,4.0,East,Home Office,2023,9,3,Sunday,2023-09,26.3
ORD_1420,2023-03-27,Furniture,Chairs,1724.87,340.78,4.0,North,Home Office,2023,3,1,Monday,2023-03,19.76
ORD_1421,2022-04-28,Furniture,Bookcases,206.76,56.32,4.0,South,Consumer,2022,4,2,Thursday,2022-04,27.24
ORD_1422,2023-02-25,Technology,Computers,342.05,53.92,4.0,South,Consumer,2023,2,1,Saturday,2023-02,15.76
ORD_1423,2023-02-23,Furniture,Bookcases,317.37,17.89,4.0,North,Home Office,2023,2,1,Thursday,2023-02,5.64
ORD_1424,2023-07-30,Technology,Accessories,825.16,105.46,2.0,East,Corporate,2023,7,3,Sunday,2023-07,12.78
ORD_1425,2023-01-11,Office Supplies,Paper,219.47,20.16,2.0,South,Home Office,2023,1,1,Wednesday,2023-01,9.19
ORD_1426,2022-12-29,Technology,Accessories,280.22,20.97,2.0,South,Home Office,2022,12,4,Thursday,2022-12,7.48
ORD_1427,2022-09-02,Office Supplies,Storage,56.47,13.5,3.0,West,Corporate,2022,9,3,Friday,2022-09,23.91
ORD_1428,2022-02-04,Furniture,Tables,241.12,69.68,1.0,North,Corporate,2022,2,1,Friday,2022-02,28.9
ORD_1429,2023-03-07,Office Supplies,Art,1095.31,78.92,3.0,West,Consumer,2023,3,1,Tuesday,2023-03,7.21
